messageId,userId,username,message,timestamp
5fa1da7420bb252173da8a67,143,leachs22," Hey guys!
",2020-11-03 22:32:20.235000
5fa1da7b20bb254a28da8a69,172,Anaoberg,Hello!,2020-11-03 22:32:27.122000
5fa1da8320bb255fd1da8a6a,143,leachs22,Ayyyyy ,2020-11-03 22:32:35.649000
5fa1da8e20bb255377da8a6b,173,splaaarfnclaaarf,heyo,2020-11-03 22:32:46.966000
5fa1da9120bb25fd61da8a6c,143,leachs22,Welcome welcome everyone,2020-11-03 22:32:49.538000
5fa1dab520bb25d2b4da8a6d,171,kels_sarracino, oh,2020-11-03 22:33:25.119000
5fa1dab720bb251f1eda8a6e,171,kels_sarracino,hi ,2020-11-03 22:33:27.049000
5fa1dab820bb2523fada8a6f,143,leachs22,Very charming name shai im a fan,2020-11-03 22:33:28.309000
5fa1dac420bb255478da8a70,171,kels_sarracino,wait so now what,2020-11-03 22:33:40.642000
5fa1dac720bb259ccbda8a71,172,Anaoberg,lmao,2020-11-03 22:33:43.224000
5fa1dac920bb25326ada8a72,143,leachs22,Lmao hello everyone thank you for joining the beta test,2020-11-03 22:33:45.257000
5fa1dace20bb25a83bda8a73,173,splaaarfnclaaarf,"lmao, its my gamertag",2020-11-03 22:33:50.461000
5fa1dad520bb25c652da8a74,143,leachs22,This is just to check out the functionality of the site and look for any issues,2020-11-03 22:33:57.625000
5fa1dad720bb252726da8a75,172,Anaoberg,the chats too nerdy,2020-11-03 22:33:59.885000
5fa1dadc20bb255fe6da8a76,171,kels_sarracino,so ,2020-11-03 22:34:04.540000
5fa1dae320bb25248cda8a77,171,kels_sarracino,how are we supposed to look at the article and talk about it ,2020-11-03 22:34:11.571000
5fa1daea20bb25f25dda8a78,143,leachs22,so if at any point you guys have a critique about the layout functionality or whatever lmk,2020-11-03 22:34:18.686000
5fa1daec20bb25cb04da8a79,171,kels_sarracino,I can't see the article and chat together ,2020-11-03 22:34:20.839000
5fa1daf420bb25d01cda8a7a,173,splaaarfnclaaarf,i logged in on another tab,2020-11-03 22:34:28.211000
5fa1daf820bb25730cda8a7b,173,splaaarfnclaaarf,and have it open there,2020-11-03 22:34:32.928000
5fa1daf920bb25350eda8a7c,171,kels_sarracino,ok well,2020-11-03 22:34:33.461000
5fa1db0d20bb256e4bda8a7d,143,leachs22,the article is less important in our case its really just a placeholder for the overall topic of the election,2020-11-03 22:34:53.749000
5fa1db1020bb2591f1da8a7e,172,Anaoberg,i agree with kelsey that it could be nice if the chat also showed the article. if possible,2020-11-03 22:34:56.868000
5fa1db2220bb25dad1da8a7f,171,kels_sarracino,yeah but if you actually want people to react in real time it would work better to have it next to each other ,2020-11-03 22:35:14.641000
5fa1db2820bb252be2da8a80,171,kels_sarracino,or at least shown on the same screen,2020-11-03 22:35:20.310000
5fa1db2b20bb258aabda8a81,173,splaaarfnclaaarf,So is this something thats gonna be happening tonight?,2020-11-03 22:35:23.221000
5fa1db3920bb250eebda8a82,143,leachs22,Thats def something we're gonna add in later on for now were still making sure chat rooms and everything works,2020-11-03 22:35:37.901000
5fa1db4d20bb2515ebda8a83,172,Anaoberg,Can you DM people?,2020-11-03 22:35:57.016000
5fa1db5520bb25068eda8a84,143,leachs22,For now this is jjust 30 min of talking about whatever you guys want to talk about election wise ,2020-11-03 22:36:05.089000
5fa1db6820bb25432bda8a85,143,leachs22,No not yet thats were programming next week lol,2020-11-03 22:36:24.705000
5fa1db7520bb25ad9fda8a86,172,Anaoberg,ah i see,2020-11-03 22:36:37.013000
5fa1db7f20bb256744da8a87,143,leachs22,What state do you guys think is gonna be the most important for this election,2020-11-03 22:36:47.233000
5fa1db8e20bb256168da8a88,172,Anaoberg,"Florida! If Biden wins it tonight, thats a very good start",2020-11-03 22:37:02.173000
5fa1db9220bb252935da8a89,173,splaaarfnclaaarf,"i dont think theres one, i think its like 4",2020-11-03 22:37:06.888000
5fa1dba520bb2547f9da8a8a,143,leachs22,Yea i think the 4 main ones I've heard is texas Florida ohio and PA,2020-11-03 22:37:25.035000
5fa1dba520bb251daeda8a8b,171,kels_sarracino,there's a sentence on your home page that needs some commas ,2020-11-03 22:37:25.973000
5fa1dbad20bb25d614da8a8c,172,Anaoberg,I agree. just tonight im specifically looking at florida,2020-11-03 22:37:33.039000
5fa1dbb420bb251ba6da8a8d,173,splaaarfnclaaarf,"Florida, Pennsylvania, Texas, and Ohio are the big boys for me",2020-11-03 22:37:40.623000
5fa1dbb520bb255a1bda8a8e,173,splaaarfnclaaarf,yea,2020-11-03 22:37:41.251000
5fa1dbbd20bb2578c4da8a8f,172,Anaoberg,Worried its gonna take forever to know the results,2020-11-03 22:37:49.109000
5fa1dbbf20bb25ababda8a90,173,splaaarfnclaaarf,florida counts as they get ballots right?,2020-11-03 22:37:51.274000
5fa1dbc520bb25ba60da8a91,173,splaaarfnclaaarf,lmao kelsey,2020-11-03 22:37:57.390000
5fa1dbd520bb25dd6fda8a92,143,leachs22,Yea and a lot of their population votes early bc of the senior demographic,2020-11-03 22:38:13.874000
5fa1dbdb20bb259046da8a93,173,splaaarfnclaaarf,yea yea,2020-11-03 22:38:19.307000
5fa1dbdc20bb257140da8a94,143,leachs22,so we may know the result for them fairly early,2020-11-03 22:38:20.730000
5fa1dbde20bb25261dda8a95,171,kels_sarracino,Pennsylvania ,2020-11-03 22:38:22.627000
5fa1dbe720bb25b97ada8a96,171,kels_sarracino,,2020-11-03 22:38:31.544000
5fa1dbf020bb256725da8a97,171,kels_sarracino,penn,2020-11-03 22:38:40.428000
5fa1dbfb20bb25c3e9da8a98,171,kels_sarracino,I can't scroll down and see more of the chat anymore ,2020-11-03 22:38:51.955000
5fa1dc0620bb25805bda8a99,143,leachs22,wdym,2020-11-03 22:39:02.073000
5fa1dc0720bb25d5d6da8a9a,173,splaaarfnclaaarf,?,2020-11-03 22:39:03.023000
5fa1dc0720bb257a93da8a9b,171,kels_sarracino,where are my messages going ,2020-11-03 22:39:03.341000
5fa1dc0c20bb254695da8a9c,143,leachs22,Like u cant see previous messages?,2020-11-03 22:39:08.554000
5fa1dc0e20bb2573e2da8a9d,143,leachs22,jsut scroll up,2020-11-03 22:39:10.968000
5fa1dc1420bb25065bda8a9e,172,Anaoberg,We see your messages still kelsey,2020-11-03 22:39:16.988000
5fa1dc1820bb251c0eda8a9f,173,splaaarfnclaaarf,Yea,2020-11-03 22:39:20.769000
5fa1dc1920bb253320da8aa0,143,leachs22,as one would when texting lol,2020-11-03 22:39:21.422000
5fa1dc3020bb254345da8aa1,143,leachs22,Did u figure it out?,2020-11-03 22:39:44.869000
5fa1dc5620bb25f9b0da8aa2,171,kels_sarracino, dude I am not stupid I know how to scroll up and down ,2020-11-03 22:40:22.155000
5fa1dc6620bb2585c2da8aa3,173,splaaarfnclaaarf,oh im also looking at senate races for SC and KY cuz i want graham and McConnel out,2020-11-03 22:40:38.753000
5fa1dc7420bb25e32fda8aa4,172,Anaoberg,I hope CO does well and gets gardner out,2020-11-03 22:40:52.339000
5fa1dc7c20bb25b26ada8aa5,171,kels_sarracino,also I think under the article you need to make the chat option larger because I missed it the first time,2020-11-03 22:41:00.908000
5fa1dc7e20bb251b2fda8aa6,143,leachs22,I think graham is gonna be gone but mitch is a long shot,2020-11-03 22:41:02.562000
5fa1dca820bb25593cda8aa7,173,splaaarfnclaaarf,it is a long shot but the person running up against him is awesome,2020-11-03 22:41:44.878000
5fa1dcaf20bb25a1b5da8aa8,143,leachs22,against mitch?,2020-11-03 22:41:51.883000
5fa1dcb220bb25a0cdda8aa9,173,splaaarfnclaaarf,yea,2020-11-03 22:41:54.751000
5fa1dcc320bb25424fda8aaa,143,leachs22,I know about the one running against lindsey but not mitch whats cool about this guy,2020-11-03 22:42:11.692000
5fa1dcca20bb254765da8aab,173,splaaarfnclaaarf,excuse me its a woman,2020-11-03 22:42:18.496000
5fa1dcd020bb25fc8eda8aac,143,leachs22,:O,2020-11-03 22:42:24.413000
5fa1dcd320bb25034eda8aad,172,Anaoberg,"I wanted the other primary candidate, not Amy McGrath",2020-11-03 22:42:27.575000
5fa1dce120bb25a2d6da8aae,143,leachs22,Who was the other candidate,2020-11-03 22:42:41.256000
5fa1dce920bb253b2eda8aaf,172,Anaoberg,Charles Booker,2020-11-03 22:42:49.529000
5fa1dcee20bb25cab5da8ab0,173,splaaarfnclaaarf,"Wait why did i say its, lol. *shes* a woman",2020-11-03 22:42:54.930000
5fa1dd0120bb25dededa8ab1,143,leachs22,Lmao goonery,2020-11-03 22:43:13.820000
5fa1dd0b20bb254438da8ab2,143,leachs22,Wait so why's booker > McGrath,2020-11-03 22:43:23.137000
5fa1dd2e20bb2508e1da8ab3,172,Anaoberg,"McGrath is moderate, Booker is progressive",2020-11-03 22:43:58.988000
5fa1dd3d20bb256bd2da8ab4,143,leachs22,Ah fair ,2020-11-03 22:44:13.323000
5fa1dd5020bb25df53da8ab5,143,leachs22,Seems like a trend where the dems are prioritizing moderates over progressives,2020-11-03 22:44:32.100000
5fa1dd6420bb25378ada8ab6,173,splaaarfnclaaarf,"general public prob is less inclined to vote for progressives, at least older people it seems",2020-11-03 22:44:52.749000
5fa1dd6520bb255179da8ab7,143,leachs22,Idk if its because they don't agree with progressives ideals or if they just think that moderates will be more successful politically,2020-11-03 22:44:53.457000
5fa1dd9920bb254f18da8ab8,172,Anaoberg,"I think republicans are just getting really vulnerable, and democrats don't want to lose the opportunity to replace them by running progressive candidates",2020-11-03 22:45:45.404000
5fa1dda520bb255ed6da8ab9,172,Anaoberg,but progressive issues are popular! Democrats just overthink,2020-11-03 22:45:57.326000
5fa1ddae20bb25062dda8aba,172,Anaoberg,and then we end up with candidates we don't like,2020-11-03 22:46:06.258000
5fa1ddb620bb253054da8abb,171,kels_sarracino,yeah but it's more about getting the unsure people to pick them ,2020-11-03 22:46:14.605000
5fa1ddb720bb257c07da8abc,143,leachs22,Thats fair but I mean the same thing happened with bernie last time and we saw how that turned out,2020-11-03 22:46:15.530000
5fa1ddc520bb25b89eda8abd,171,kels_sarracino,democratic will likely vote democratic just based on the fact that they're democrats,2020-11-03 22:46:29.100000
5fa1ddcf20bb2547cada8abe,143,leachs22,Agreed same w republicans,2020-11-03 22:46:39.867000
5fa1ddda20bb258279da8abf,171,kels_sarracino,the moderates are the ones who have the highest chance of appealing to the progressive republicans or people on the fence,2020-11-03 22:46:50.163000
