messageId,userId,username,message,timestamp
605d32d355c757e2ac07e316,44,ScottSgueglia,hello?,2021-03-26 01:03:15.276000
605d32f155c75758ff07e318,32,paula,hello!,2021-03-26 01:03:45.385000
605d330055c7574c8c07e319,32,paula,you are in the right place for the in the heights convo!,2021-03-26 01:04:00.714000
605d331755c757676907e31a,44,ScottSgueglia,"""Hello! you are in the right place for the in the heights convo!"" - Plotch",2021-03-26 01:04:23.577000
605d333c55c7575b6c07e31b,44,ScottSgueglia,So what are we discussing?,2021-03-26 01:05:00.658000
605d336155c757025307e31c,88,daniar64,hello!,2021-03-26 01:05:37.546000
605d336255c757d16d07e31d,32,paula,we made it fam!,2021-03-26 01:05:38.467000
605d336555c757f9e607e31e,32,paula,so ,2021-03-26 01:05:41.573000
605d336f55c7579ce007e31f,88,daniar64,am I in the right place?,2021-03-26 01:05:51.622000
605d337455c757cda007e320,32,paula,today we will be talking about but of course in the heights,2021-03-26 01:05:56.525000
605d337b55c75795a807e321,44,ScottSgueglia,YOU ARE IN THE RIGHT PLACE,2021-03-26 01:06:03.568000
605d33a555c757d47e07e322,32,paula,the cinematic experience that was robbed from us,2021-03-26 01:06:45.016000
605d33b755c757852d07e323,44,ScottSgueglia,But they're making a movie right?,2021-03-26 01:07:03.630000
605d33bb55c7575caa07e324,32,paula,yes indeed sir,2021-03-26 01:07:07.949000
605d33c055c757130c07e325,32,paula,coming out soon,2021-03-26 01:07:12.519000
605d33c955c757432507e326,44,ScottSgueglia,In theaters near me?,2021-03-26 01:07:21.273000
605d33d255c7570c5507e327,32,paula,so have you done your homeworks,2021-03-26 01:07:30.696000
605d33d655c7576a9807e328,32,paula,the article of course,2021-03-26 01:07:34.552000
605d33d755c757bb0907e329,88,daniar64,IN A THEATER NEAR YOU,2021-03-26 01:07:35.685000
605d33e255c7575d2307e32a,32,paula,okay so,2021-03-26 01:07:46.730000
605d33e355c757df9207e32b,88,daniar64,just one though,2021-03-26 01:07:47.073000
605d33e355c757cba707e32c,44,ScottSgueglia,IN A THEATER NEAR YOU,2021-03-26 01:07:47.337000
605d33ea55c7570fb207e32d,44,ScottSgueglia,Southbay cinemas,2021-03-26 01:07:54.752000
605d33f355c757ace007e32e,88,daniar64,whats that?,2021-03-26 01:08:03.110000
605d33f755c7578f4007e32f,44,ScottSgueglia,what,2021-03-26 01:08:07.809000
605d340455c7572b9107e330,44,ScottSgueglia,I guess it's been closed for a while,2021-03-26 01:08:20.937000
605d341455c757547507e331,32,paula,what I thought was interesting about the article was that they all were basically nina,2021-03-26 01:08:36.960000
605d341655c757257407e332,32,paula,like,2021-03-26 01:08:38.258000
605d341755c757136f07e333,44,ScottSgueglia,So how about those mets ,2021-03-26 01:08:39.125000
605d342355c75718e107e334,32,paula,they all identified with the characters they wereplaying,2021-03-26 01:08:51.287000
605d342b55c757658507e335,88,daniar64,"hold up, we had homework for this? :/",2021-03-26 01:08:59.191000
605d343055c7571fe207e336,32,paula,and when it ended they were all crying,2021-03-26 01:09:04.865000
605d343155c7572b2907e337,44,ScottSgueglia,yeah yeah... interesting,2021-03-26 01:09:05.674000
605d343755c7572ea807e338,32,paula,cuz it was that powerful,2021-03-26 01:09:11.789000
605d344155c75730cf07e339,32,paula,cuz ya know,2021-03-26 01:09:21.706000
605d344455c757755207e33a,44,ScottSgueglia,"they all played the characters, and they identified with them because of that?",2021-03-26 01:09:24.165000
605d344455c75770e407e33b,32,paula,representation,2021-03-26 01:09:24.930000
605d344955c757029507e33c,32,paula,a powerful thing,2021-03-26 01:09:29.241000
605d344c55c757757a07e33d,44,ScottSgueglia,"powerful stuff, man",2021-03-26 01:09:32.134000
605d345555c757b89e07e33e,32,paula,yes Scott but no,2021-03-26 01:09:41.958000
605d345855c757cd5a07e33f,32,paula,so nina,2021-03-26 01:09:44.328000
605d345955c7571c6507e340,32,paula,she,2021-03-26 01:09:45.971000
605d346355c757207107e341,32,paula,had all the hopes of her fam on her,2021-03-26 01:09:55.625000
605d346955c7570b0a07e342,44,ScottSgueglia,paual why does it say (Admin) next to your name,2021-03-26 01:10:01.824000
605d346e55c75777b607e343,32,paula,she want to Stanford and had two jobs,2021-03-26 01:10:06.738000
605d347355c75786c407e344,88,daniar64,scott do you know what in the heights is about,2021-03-26 01:10:11.115000
605d347755c757411d07e345,32,paula,bc I am an admin bitch,2021-03-26 01:10:15.764000
605d347d55c7577f3107e346,88,daniar64,woahhh,2021-03-26 01:10:21.317000
605d348255c757a0cd07e347,44,ScottSgueglia,watch your profanity,2021-03-26 01:10:26.305000
605d348555c757c51b07e348,32,paula,I am sorry,2021-03-26 01:10:29.053000
605d348a55c757eaa007e349,32,paula,I deeply apologize,2021-03-26 01:10:34.612000
605d348d55c75745d407e34a,32,paula,anyway,2021-03-26 01:10:37.266000
605d348e55c75702db07e34b,88,daniar64,im gonna have to kick you out of the chat for profanity,2021-03-26 01:10:38.859000
605d349255c757cf7307e34c,44,ScottSgueglia,I have a vague idea of what ITH is about,2021-03-26 01:10:42.523000
605d349455c757765b07e34d,88,daniar64,i am not the admin,2021-03-26 01:10:44.848000
