messageId,userId,username,message,timestamp
5f9229eb21d2919982524fb2,46,GRobinson, Hello! you are in the right place to chat about tonite's debate!,2020-10-23 00:55:07.463000
5f922c2f21d291729e524fb4,126,sabeer47, Hey everyone,2020-10-23 01:04:47.421000
5f922c6521d291f137524fb5,46,GRobinson,Hi Sabeer! what is your goal to contribute to tonite's convo?,2020-10-23 01:05:41.900000
5f922cca21d29107d4524fb6,143,leachs22, Hey guys!,2020-10-23 01:07:22.194000
5f922cdd21d2919f4e524fb7,126,sabeer47,I want to discuss policy regarding to foreign affairs!,2020-10-23 01:07:41.875000
5f922cec21d2911650524fb8,46,GRobinson,what is your goal for the convo sam?,2020-10-23 01:07:56.384000
5f922d1221d291d3a6524fb9,143,leachs22,Discuss how the candidates talk about how coronavirus should be handled going forward!,2020-10-23 01:08:34.870000
5f922d1321d2916106524fba,159,flamethrower, hey hey!,2020-10-23 01:08:35.720000
5f922d2421d291943f524fbb,46,GRobinson,Hey hey Flame thrower!,2020-10-23 01:08:52.336000
5f922d2e21d2913bcd524fbc,46,GRobinson,What did we think of Trumps first response?,2020-10-23 01:09:02.584000
5f922d9021d29183f5524fbd,143,leachs22,I don't like how he is trying to downplay the issue and act as if he is immune and that the treatment that he has received is something to be commended even though almost no one else can get it,2020-10-23 01:10:40.188000
5f922dca21d2911705524fbe,46,GRobinson,In what ways do you feel like he downplays the virus?,2020-10-23 01:11:38.757000
5f922e0021d2910a1d524fbf,143,leachs22,"Saying that he is immune, that the crisis is almost over and that the positivity rates are declining ",2020-10-23 01:12:32.657000
5f922e1921d291105e524fc0,45,ENelson, Hello gang,2020-10-23 01:12:57.236000
5f922e1c21d2914384524fc1,158,njordan,I don't like how Trump used his own circumstance of getting the virus because it is in no way relating to the average person getting it. He was surrounded by the best doctors and medicines in the country. ,2020-10-23 01:13:00.508000
5f922e2421d291576f524fc2,126,sabeer47,the criticism on the H1N1 virus is completely valid imo,2020-10-23 01:13:08.783000
5f922e3121d2917bf0524fc3,159,flamethrower,hahha biden with the flames,2020-10-23 01:13:21.988000
5f922e3521d2915629524fc4,126,sabeer47,but trump is definitely downplaying the virus to the nth degree,2020-10-23 01:13:25.061000
5f922e3f21d2910a94524fc5,143,leachs22,agreed @njordan,2020-10-23 01:13:35.491000
5f922e4a21d2914323524fc6,126,sabeer47,"""we've done all of it"" except enforce/mandate mask wearing",2020-10-23 01:13:46.381000
5f922e4f21d2911250524fc7,143,leachs22,honestly kind of surprised how controlled Trump is right now,2020-10-23 01:13:51.007000
5f922e5021d29155c8524fc8,46,GRobinson,Do you feel Trump downplaying the virus helps fuel his base?,2020-10-23 01:13:52.368000
5f922e7021d2911f20524fc9,126,sabeer47,"Doesn't fuel his base per say, but shows that the country is ""doing good"" and will continue to be good if he is reelected",2020-10-23 01:14:24.091000
5f922e8c21d29143be524fca,46,GRobinson,"I love ""living in a basement""",2020-10-23 01:14:52.980000
5f922e9121d2914722524fcb,45,ENelson,Fact check: he does go golfing quite often whilst the world is falling apart,2020-10-23 01:14:57.430000
5f922e9421d291194d524fcc,46,GRobinson,im weak,2020-10-23 01:15:00.480000
5f922e9d21d2910d60524fcd,44,JGriesbach, hi friends! ,2020-10-23 01:15:09.595000
5f922ea321d291bb1b524fce,46,GRobinson,welcome Jali,2020-10-23 01:15:15.786000
5f922eab21d291683e524fcf,143,leachs22,Whats up Jali,2020-10-23 01:15:23.956000
5f922eb621d2911edf524fd0,46,GRobinson,99.9% of people recover...thoughts?!?!,2020-10-23 01:15:34.186000
